F1,F2,F3,F4,F5,X,Y,Z,Gesture
792.0,889.0,951.0,909.0,877.0,1.99,9.63,1.62, Dale_New
792.0,890.0,951.0,908.0,876.0,2.4,9.6,1.71, Dale_New
792.0,889.0,950.0,909.0,877.0,1.81,9.63,1.84, Dale_New
792.0,889.0,950.0,909.0,877.0,2.09,9.56,1.67, Dale_New
792.0,889.0,950.0,909.0,877.0,2.08,9.63,1.67, Dale_New
792.0,889.0,950.0,908.0,876.0,1.98,9.61,1.7, Dale_New
792.0,889.0,950.0,908.0,877.0,2.2,9.64,1.66, Dale_New
793.0,889.0,950.0,909.0,877.0,2.14,9.62,1.54, Dale_New
792.0,889.0,950.0,908.0,877.0,2.43,9.54,1.34, Dale_New
792.0,889.0,951.0,909.0,877.0,1.61,9.65,2.15, Dale_New
